user_story, estimated_story_points
"As a user, I want the Mail view to have a Show Line Numbers option.",1
"As a user, I want the Mail view to have a Filter field to filter emails.",2
"As a user, I want the Mail view to have a Group By dropdown to group emails by sender.",2
"As a user, I want the Mail view to have a Sort By dropdown to sort emails by date.",2
"As a user, I want the Mail view to have a Show All button.",1
"As a user, I want the Mail view to support different icons for different email types.",2
"As a user, I want the Mail view to support clickable links to open an email.",2
"As a user, I want the Mail view to be searchable.",2
"As a user, I want the Mail view to be copyable.",1
"As a user, I want the Mail view to be saveable.",1
"As a user, I want the Mail view to be printable.",1
"As a user, I want the Mail view to be clearable.",1
"As a user, I want the Mail view to be dockable.",1
"As a user, I want the Mail view to be detachable.",1
"As a user, I want the Mail view to be resizable.",1
"As a user, I want the Mail view to be movable.",1
"As a user, I want the Mail view to be closable.",1
"As a user, I want the Messages view to have a Clear button.",1
"As a user, I want the Messages view to have a Copy button.",1
"As a user, I want the Messages view to have a Save As button.",1
